LogisticRegression();0.7953288260602336;0.7127158555729984;0.2832189644416719;0.4053571428571429
KNeighborsClassifier();0.7724339274738783;0.564755838641189;0.3318777292576419;0.4180746561886051
DecisionTreeClassifier();0.8062384757221881;0.602641056422569;0.6263256394260761;0.6142551238910982
RandomForestClassifier();0.8561770129071912;0.7479553903345725;0.627573300062383;0.6824966078697422
BaggingClassifier();0.8437307928703135;0.7281931464174455;0.5832813474734873;0.6477312088673364
AdaBoostClassifier();0.8626306084818685;0.7754467754467754;0.6225826575171554;0.6906574394463668
GradientBoostingClassifier();0.8683159188690842;0.7974481658692185;0.6238303181534622;0.7000350017500876
SVC();0.7957897971727105;0.9823943661971831;0.17404865876481598;0.2957074721780604
"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=None, ...)";0.8672403196066379;0.7788679245283019;0.6437928883343731;0.7049180327868853
VotingClassifier(estimators=[('RFC', RandomForestClassifier())]);0.8551014136447449;0.7470059880239521;0.6225826575171554;0.6791425654984689
LinearDiscriminantAnalysis();0.8408113091579594;0.7255369928400954;0.5689332501559575;0.6377622377622376
<keras.engine.sequential.Sequential object at 0x000002130F142350>;0.7922556853103873;0.9312714776632303;0.16905801621958827;0.2861668426610348
